worker_capability_id,worker_id,task_type,skill_level,can_work_solo,is_primary_skill,valid_from,valid_until,is_active,dataset_version,import_batch_id
WC000507,W00254,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000508,W00254,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000509,W00254,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000510,W00255,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000511,W00255,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000512,W00256,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000513,W00256,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000514,W00257,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000515,W00257,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000516,W00258,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000517,W00259,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000518,W00259,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000519,W00260,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000520,W00260,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000521,W00261,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000522,W00261,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000523,W00261,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000524,W00262,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000525,W00262,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000526,W00263,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000527,W00263,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000528,W00264,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000529,W00264,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000530,W00265,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000531,W00266,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000532,W00266,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000533,W00267,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000534,W00267,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000535,W00267,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000536,W00268,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000537,W00268,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000538,W00269,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000539,W00269,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000540,W00270,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000541,W00270,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000542,W00271,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000543,W00272,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000544,W00272,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000545,W00273,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000546,W00273,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000547,W00273,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000548,W00274,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000549,W00274,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000550,W00275,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000551,W00275,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000552,W00276,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000553,W00276,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000554,W00277,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000555,W00278,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000556,W00278,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000557,W00279,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000558,W00279,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000559,W00279,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000560,W00280,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000561,W00280,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000562,W00281,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000563,W00281,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000564,W00282,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000565,W00282,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000566,W00283,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000567,W00284,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000568,W00284,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000569,W00285,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000570,W00285,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000571,W00285,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000572,W00286,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000573,W00286,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000574,W00287,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000575,W00287,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000576,W00288,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000577,W00288,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000578,W00289,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000579,W00290,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000580,W00290,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000581,W00291,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000582,W00291,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000583,W00291,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000584,W00292,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000585,W00292,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000586,W00293,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000587,W00293,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000588,W00294,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000589,W00294,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000590,W00295,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000591,W00296,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000592,W00296,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000593,W00297,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000594,W00297,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000595,W00297,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000596,W00298,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000597,W00298,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000598,W00299,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000599,W00299,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000600,W00300,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000601,W00300,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000602,W00301,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000603,W00302,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000604,W00302,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000605,W00303,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000606,W00303,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000607,W00303,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000608,W00304,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000609,W00304,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000610,W00305,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000611,W00305,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000612,W00306,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000613,W00306,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000614,W00307,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000615,W00308,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000616,W00308,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000617,W00309,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000618,W00309,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000619,W00309,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000620,W00310,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000621,W00310,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000622,W00311,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000623,W00311,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000624,W00312,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000625,W00312,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000626,W00313,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000627,W00314,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000628,W00314,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000629,W00315,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000630,W00315,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000631,W00316,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000632,W00316,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000633,W00316,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000634,W00317,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000635,W00317,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000636,W00318,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000637,W00318,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000638,W00319,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000639,W00319,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000640,W00320,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000641,W00321,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000642,W00321,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000643,W00322,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000644,W00322,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000645,W00322,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000646,W00323,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000647,W00323,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000648,W00324,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000649,W00324,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000650,W00325,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000651,W00325,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000652,W00326,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000653,W00327,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000654,W00327,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000655,W00328,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000656,W00328,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000657,W00328,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000658,W00329,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000659,W00329,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000660,W00330,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000661,W00330,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000662,W00331,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000663,W00331,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000664,W00332,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000665,W00333,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000666,W00333,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000667,W00334,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000668,W00334,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000669,W00335,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000670,W00335,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000671,W00335,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000672,W00336,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000673,W00336,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000674,W00337,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000675,W00337,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000676,W00338,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000677,W00338,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000678,W00339,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000679,W00340,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000680,W00340,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000681,W00341,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000682,W00341,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000683,W00342,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000684,W00342,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000685,W00342,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000686,W00343,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000687,W00343,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000688,W00344,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000689,W00344,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000690,W00345,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000691,W00345,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000692,W00346,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000693,W00347,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000694,W00347,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000695,W00348,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000696,W00348,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000697,W00349,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000698,W00349,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000699,W00349,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000700,W00350,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000701,W00350,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000702,W00351,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000703,W00351,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000704,W00352,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000705,W00352,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000706,W00353,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000707,W00354,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000708,W00354,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000709,W00355,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000710,W00355,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000711,W00356,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000712,W00356,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000713,W00356,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000714,W00357,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000715,W00357,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000716,W00358,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000717,W00358,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000718,W00359,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000719,W00359,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000720,W00360,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000721,W00361,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000722,W00361,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000723,W00362,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000724,W00362,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000725,W00362,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000726,W00363,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000727,W00363,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000728,W00364,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000729,W00364,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000730,W00365,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000731,W00365,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000732,W00366,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000733,W00367,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000734,W00367,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000735,W00368,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000736,W00368,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000737,W00369,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000738,W00369,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000739,W00369,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000740,W00370,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000741,W00370,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000742,W00371,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000743,W00371,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000744,W00372,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000745,W00372,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000746,W00373,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000747,W00374,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000748,W00374,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000749,W00375,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000750,W00375,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000751,W00375,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000752,W00376,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000753,W00376,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000754,W00377,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000755,W00377,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000756,W00378,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000757,W00378,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000758,W00379,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000759,W00380,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000760,W00380,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
